locus_tag	ftype	length_bp	gene	EC_number	COG	product
Agy99_00421	CDS	348				hypothetical protein
Agy99_00422	CDS	357	ptlF_2	1.1.1.340		1-deoxy-11-beta-hydroxypentalenate dehydrogenase
Agy99_00423	CDS	279				hypothetical protein
Agy99_00424	CDS	1302				hypothetical protein
Agy99_00425	CDS	372				hypothetical protein
Agy99_00426	CDS	528				hypothetical protein
Agy99_00427	CDS	1215				hypothetical protein
Agy99_00428	CDS	972				hypothetical protein
Agy99_00429	CDS	1665				hypothetical protein
Agy99_00430	CDS	204	csp			Cold shock protein
Agy99_00431	CDS	1575	rhlE	3.6.4.13		ATP-dependent RNA helicase RhlE
Agy99_00432	CDS	135				hypothetical protein
Agy99_00433	CDS	3735	metH_1	2.1.1.13	COG0646	Methionine synthase
Agy99_00434	CDS	732				hypothetical protein
Agy99_00435	CDS	537				hypothetical protein
Agy99_00436	CDS	1302				hypothetical protein
Agy99_00437	CDS	462	PPE2_1		COG5651	putative PPE family protein PPE2
Agy99_00438	CDS	240	purS	6.3.5.3	COG1828	Phosphoribosylformylglycinamidine synthase subunit PurS
Agy99_00439	CDS	675	purQ	6.3.5.3	COG0047	Phosphoribosylformylglycinamidine synthase subunit PurQ
Agy99_00440	CDS	465				hypothetical protein
Agy99_00441	CDS	465				hypothetical protein
Agy99_00442	CDS	1485	lpdG	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
Agy99_00443	CDS	807	lin	3.4.-.-		Linocin-M18
Agy99_00444	CDS	1113				hypothetical protein
Agy99_00445	CDS	615	apeB_1	3.4.11.-	COG1362	putative M18 family aminopeptidase 2
Agy99_00446	CDS	360	apeB_2	3.4.11.-	COG1362	putative M18 family aminopeptidase 2
Agy99_00447	CDS	228				hypothetical protein
Agy99_00448	CDS	159				hypothetical protein
Agy99_00449	CDS	651		2.8.3.-	COG1670	Putative succinyl-CoA transferase
Agy99_00450	CDS	2298	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
Agy99_00451	CDS	567				hypothetical protein
Agy99_00452	CDS	786	cpdA	3.1.4.53	COG1409	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
Agy99_00453	CDS	1599	cpsY	2.7.-.-		Exopolysaccharide phosphotransferase CpsY
Agy99_00454	CDS	213				hypothetical protein
Agy99_00455	CDS	1062				hypothetical protein
Agy99_00456	CDS	1206				hypothetical protein
Agy99_00457	CDS	390				hypothetical protein
Agy99_00458	CDS	1527	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
Agy99_00459	CDS	1026	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
Agy99_00460	CDS	180				hypothetical protein
Agy99_00461	CDS	1092	ygfZ			tRNA-modifying protein YgfZ
Agy99_00462	CDS	249				putative protein
Agy99_00463	CDS	2403	ctpV_1	7.2.2.8	COG2217	putative copper-exporting P-type ATPase V
Agy99_00464	CDS	309				putative protein
Agy99_00465	CDS	354	csoR		COG1937	Copper-sensing transcriptional repressor CsoR
Agy99_00466	CDS	891				hypothetical protein
Agy99_00467	CDS	1209				hypothetical protein
Agy99_00468	CDS	507				hypothetical protein
Agy99_00469	CDS	585				hypothetical protein
Agy99_00470	CDS	303	sseC2			putative protein
Agy99_00471	CDS	843	cysA1	2.8.1.1	COG2897	Putative thiosulfate sulfurtransferase
Agy99_00472	CDS	468				hypothetical protein
Agy99_00473	CDS	813				hypothetical protein
Agy99_00474	CDS	552				hypothetical protein
Agy99_00475	CDS	963	mshD	2.3.1.189	COG0456	Mycothiol acetyltransferase
Agy99_00476	CDS	1107	pstS3_1		COG0226	Phosphate-binding protein PstS 3
Agy99_00477	CDS	495				hypothetical protein
Agy99_00478	CDS	474	pstC2_1		COG0573	Phosphate transport system permease protein PstC 2
Agy99_00479	CDS	909	pstA1_1		COG0581	Phosphate transport system permease protein PstA 1
Agy99_00480	CDS	777	pstB1	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 1
Agy99_00481	CDS	669	phoU2		COG0704	Phosphate-specific transport system accessory protein PhoU 
Agy99_00482	CDS	1446	lcpA_1		COG1316	Cell wall biosynthesis protein LcpA
Agy99_00483	CDS	735				hypothetical protein
Agy99_00484	CDS	1134	dus	1.3.1.-	COG0042	putative tRNA-dihydrouridine synthase
Agy99_00485	CDS	1017	desA1_1	1.14.19.-		Putative acyl-[acyl-carrier-protein] desaturase DesA1
Agy99_00486	CDS	642				hypothetical protein
Agy99_00487	CDS	1059				hypothetical protein
Agy99_00488	CDS	141				hypothetical protein
Agy99_00489	CDS	321	kmtR		COG0640	HTH-type transcriptional regulator KmtR
Agy99_00490	CDS	309	guaD	3.5.4.3	COG0590	Guanine deaminase
Agy99_00491	CDS	906		2.1.1.-	COG3315	Putative S-adenosyl-L-methionine-dependent methyltransferase
Agy99_00492	CDS	636				hypothetical protein
Agy99_00493	CDS	1302				hypothetical protein
Agy99_00494	CDS	1209				hypothetical protein
Agy99_00495	CDS	2421				hypothetical protein
Agy99_00496	CDS	450	uacT_1		COG2233	Uric acid transporter UacT
Agy99_00497	CDS	585	uacT_2		COG2233	Uric acid transporter UacT
Agy99_00498	CDS	888				hypothetical protein
Agy99_00499	CDS	504	uao			Uric acid degradation bifunctional protein
Agy99_00500	CDS	321	hiuH	3.5.2.17		5-hydroxyisourate hydrolase
Agy99_00501	CDS	558				hypothetical protein
Agy99_00502	CDS	2703				hypothetical protein
Agy99_00503	CDS	930	kmo_1	1.14.13.9		Kynurenine 3-monooxygenase
Agy99_00504	tRNA	75				tRNA-Thr(tgt)
Agy99_00505	CDS	729				hypothetical protein
Agy99_00506	CDS	723	tcrX_1		COG0745	putative transcriptional regulatory protein TcrX
Agy99_00507	CDS	1446	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
Agy99_00508	CDS	405			COG0537	putative HIT-like protein
Agy99_00509	CDS	987				hypothetical protein
Agy99_00510	CDS	1443				hypothetical protein
Agy99_00511	CDS	420				hypothetical protein
Agy99_00512	CDS	207				hypothetical protein
Agy99_00513	CDS	1128	adhB	1.1.1.1	COG1062	Alcohol dehydrogenase B
Agy99_00514	CDS	546				hypothetical protein
Agy99_00515	CDS	207				hypothetical protein
Agy99_00516	CDS	1371		1.14.14.154	COG2124	Lanosterol 14-alpha demethylase
Agy99_00517	CDS	825	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
Agy99_00518	CDS	1221		1.14.-.-	COG2124	Putative cytochrome P450 123
Agy99_00519	CDS	420				putative HTH-type transcriptional regulator
Agy99_00520	CDS	1470	ald_1	1.2.1.83		3-succinoylsemialdehyde-pyridine dehydrogenase
Agy99_00521	CDS	753		1.-.-.-		putative oxidoreductase
Agy99_00522	CDS	357	garR	1.1.1.60		2-hydroxy-3-oxopropionate reductase
Agy99_00523	CDS	456		1.1.-.-	COG2084	putative oxidoreductase
Agy99_00524	CDS	438				hypothetical protein
Agy99_00525	CDS	1269	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
Agy99_00526	CDS	1614	pknD_1	2.7.11.1		Serine/threonine-protein kinase PknD
Agy99_00527	CDS	915			COG0589	Universal stress protein
Agy99_00528	CDS	2067				hypothetical protein
Agy99_00529	CDS	1302				hypothetical protein
Agy99_00530	CDS	1104	ywrD	2.3.2.2	COG0405	Glutathione hydrolase-like YwrD proenzyme
Agy99_00531	CDS	909				hypothetical protein
Agy99_00532	CDS	525				hypothetical protein
Agy99_00533	CDS	786				hypothetical protein
Agy99_00534	CDS	1464	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
Agy99_00535	CDS	1257		1.14.-.-	COG2124	Putative cytochrome P450 126
Agy99_00536	CDS	1209				hypothetical protein
Agy99_00537	CDS	1236				hypothetical protein
Agy99_00538	CDS	1524		1.2.1.3	COG1012	putative aldehyde dehydrogenase
Agy99_00539	CDS	1062	adh_1	1.1.1.1		Alcohol dehydrogenase
Agy99_00540	CDS	621				hypothetical protein
Agy99_00541	CDS	894	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
Agy99_00542	CDS	2118	dapb1	3.4.14.-		Dipeptidyl aminopeptidase BI
Agy99_00543	CDS	450				hypothetical protein
Agy99_00544	CDS	333				hypothetical protein
Agy99_00545	CDS	1662	mdtD_2			Putative multidrug resistance protein MdtD
Agy99_00546	CDS	855				hypothetical protein
Agy99_00547	CDS	1047				hypothetical protein
Agy99_00548	CDS	354				hypothetical protein
Agy99_00549	CDS	606				hypothetical protein
Agy99_00550	CDS	600				hypothetical protein
Agy99_00551	CDS	210				hypothetical protein
Agy99_00552	CDS	504				hypothetical protein
Agy99_00553	CDS	171				hypothetical protein
Agy99_00554	CDS	234				hypothetical protein
Agy99_00555	CDS	1437				hypothetical protein
Agy99_00556	CDS	846				hypothetical protein
Agy99_00557	CDS	531			COG2826	IS30 family transposase ISLxc3
Agy99_00558	CDS	1524				hypothetical protein
Agy99_00559	CDS	858				hypothetical protein
Agy99_00560	CDS	153				hypothetical protein
Agy99_00561	CDS	777				hypothetical protein
Agy99_00562	CDS	966				hypothetical protein
Agy99_00563	CDS	1344				IS256 family transposase IS2606
Agy99_00564	CDS	1302				hypothetical protein
Agy99_00565	CDS	831				hypothetical protein
Agy99_00566	CDS	204				hypothetical protein
Agy99_00567	CDS	429				hypothetical protein
Agy99_00568	CDS	780	nagR_1		COG2188	HTH-type transcriptional repressor NagR
Agy99_00569	CDS	423				hypothetical protein
Agy99_00570	CDS	1323				hypothetical protein
Agy99_00571	CDS	237				hypothetical protein
Agy99_00572	CDS	1170	xerC_1			Tyrosine recombinase XerC
Agy99_00573	tRNA	75				tRNA-Phe(gaa)
Agy99_00574	tRNA	76				tRNA-Asp(gtc)
Agy99_00575	tRNA	74				tRNA-Glu(ttc)
Agy99_00576	tRNA	74				tRNA-Lys(ttt)
Agy99_00577	CDS	1302				hypothetical protein
Agy99_00578	CDS	150				hypothetical protein
Agy99_00579	CDS	807	crt_3	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
Agy99_00580	CDS	483		5.4.2.12	COG0406	PE-PGRS family protein PE_PGRS11
Agy99_00581	CDS	1302				hypothetical protein
Agy99_00582	CDS	1179				hypothetical protein
Agy99_00583	CDS	198				hypothetical protein
Agy99_00584	CDS	1494	amiC_1	3.5.1.4	COG0154	Putative amidase AmiC
Agy99_00585	CDS	198		2.3.1.20		Putative diacyglycerol O-acyltransferase
Agy99_00586	CDS	1278		2.3.1.20		Putative diacyglycerol O-acyltransferase
Agy99_00587	CDS	1386	emrB			Multidrug export protein EmrB
Agy99_00588	CDS	369	acbC	4.2.3.152	COG0337	2-epi-5-epi-valiolone synthase
Agy99_00589	CDS	759				hypothetical protein
Agy99_00590	CDS	669	hxpA	3.1.3.22	COG0637	Hexitol phosphatase A
Agy99_00591	CDS	843	acbM	2.7.1.188		2-epi-5-epi-valiolone 7-kinase
Agy99_00592	CDS	615				hypothetical protein
Agy99_00593	CDS	786	acbO	5.1.3.35		2-epi-5-epi-valiolone 7-phosphate 2-epimerase
Agy99_00594	CDS	927				hypothetical protein
Agy99_00595	CDS	210				hypothetical protein
Agy99_00596	CDS	1302				hypothetical protein
Agy99_00597	CDS	249				hypothetical protein
Agy99_00598	CDS	423				hypothetical protein
Agy99_00599	tRNA	74				tRNA-Gly(ccc)
Agy99_00600	CDS	747				hypothetical protein
Agy99_00601	CDS	369	ttuB_1			Putative tartrate transporter
Agy99_00602	CDS	882	ttuB_2			Putative tartrate transporter
Agy99_00603	CDS	417				hypothetical protein
Agy99_00604	CDS	177	pcp_1	3.4.19.3	COG2039	Pyrrolidone-carboxylate peptidase
Agy99_00605	CDS	477	pcp_2	3.4.19.3	COG2039	Pyrrolidone-carboxylate peptidase
Agy99_00606	CDS	669				hypothetical protein
Agy99_00607	CDS	573	dcd	3.5.4.30	COG0717	dCTP deaminase, dUMP-forming
Agy99_00608	CDS	1326				hypothetical protein
Agy99_00609	CDS	369				hypothetical protein
Agy99_00610	CDS	1086				hypothetical protein
Agy99_00611	CDS	333	ywqF	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase YwqF
Agy99_00612	CDS	1047	rkpK	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
Agy99_00613	CDS	756				hypothetical protein
Agy99_00614	CDS	375				hypothetical protein
Agy99_00615	CDS	867	rmlA	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase
Agy99_00616	CDS	1032				hypothetical protein
Agy99_00617	CDS	1047				hypothetical protein
Agy99_00618	CDS	858				hypothetical protein
Agy99_00619	CDS	420				hypothetical protein
Agy99_00620	CDS	2670				hypothetical protein
Agy99_00621	CDS	1272	aspC_1	2.6.1.1	COG0436	putative aspartate aminotransferase
Agy99_00622	CDS	2949	lutA			Lactate utilization protein A
Agy99_00623	CDS	1344				IS256 family transposase IS2606
Agy99_00624	CDS	420				hypothetical protein
Agy99_00625	CDS	858				hypothetical protein
Agy99_00626	CDS	1032				hypothetical protein
Agy99_00627	CDS	987				hypothetical protein
Agy99_00628	CDS	540				hypothetical protein
Agy99_00629	CDS	2070				hypothetical protein
Agy99_00630	CDS	837				hypothetical protein
Agy99_00631	CDS	1842	iniA		COG0699	Isoniazid-induced protein IniA
Agy99_00632	CDS	1482	iniC		COG0699	Isoniazid-induced protein IniC
Agy99_00633	CDS	1812	hscA_1			Chaperone protein HscA
Agy99_00634	CDS	414				hypothetical protein
Agy99_00635	CDS	414				hypothetical protein
Agy99_00636	CDS	564				hypothetical protein
Agy99_00637	CDS	210	coxS_2	1.2.5.3		Carbon monoxide dehydrogenase small chain
Agy99_00638	CDS	246	cdhC	1.17.5.2		Caffeine dehydrogenase subunit gamma
Agy99_00639	CDS	888	kdhA	1.5.99.14		6-hydroxypseudooxynicotine dehydrogenase complex subunit alpha
Agy99_00640	CDS	2331	cdhA	1.17.5.2		Caffeine dehydrogenase subunit alpha
Agy99_00641	CDS	522	nboR	1.1.1.328		Nicotine blue oxidoreductase
Agy99_00642	CDS	345	lipY_2	3.1.1.3		Triacylglycerol lipase
Agy99_00643	CDS	828	ansP2_1		COG1113	L-asparagine permease 2
Agy99_00644	CDS	609	ansP2_2		COG1113	L-asparagine permease 2
Agy99_00645	CDS	1869	dnaK_1		COG0443	Chaperone protein DnaK
Agy99_00646	CDS	654	grpE		COG0576	Protein GrpE
Agy99_00647	CDS	1191	dnaJ1		COG0484	Chaperone protein DnaJ 1
Agy99_00648	CDS	483				hypothetical protein
Agy99_00649	CDS	3645				hypothetical protein
Agy99_00650	CDS	1335				IS256 family transposase IS2606
Agy99_00651	CDS	1119	dhbF_1		COG1020	Dimodular nonribosomal peptide synthase
Agy99_00652	CDS	771	dhbF_2		COG1020	Dimodular nonribosomal peptide synthase
Agy99_00653	CDS	1335				IS256 family transposase IS2606
Agy99_00654	CDS	207				hypothetical protein
Agy99_00655	CDS	387				hypothetical protein
Agy99_00656	CDS	192				hypothetical protein
Agy99_00657	CDS	1416		1.14.13.106	COG2124	Epi-isozizaene 5-monooxygenase/(E)-beta-farnesene synthase
Agy99_00658	CDS	450				hypothetical protein
Agy99_00659	CDS	1233				hypothetical protein
Agy99_00660	CDS	732		3.1.1.-		GDSL lipase
Agy99_00661	CDS	117				hypothetical protein
Agy99_00662	CDS	2046				hypothetical protein
Agy99_00663	CDS	945				hypothetical protein
Agy99_00664	CDS	951				hypothetical protein
Agy99_00665	CDS	2718	ctpF	3.6.3.-	COG0474	putative cation-transporting ATPase F
Agy99_00666	CDS	162				hypothetical protein
Agy99_00667	CDS	897		2.1.1.156		Glycine/sarcosine N-methyltransferase
Agy99_00668	CDS	1302				hypothetical protein
Agy99_00669	CDS	759		2.1.1.157		Sarcosine/dimethylglycine N-methyltransferase
Agy99_00670	CDS	708	gabP_1		COG1113	GABA permease
Agy99_00671	CDS	273	gabP_2		COG1113	GABA permease
Agy99_00672	CDS	345	gabP_3		COG1113	GABA permease
Agy99_00673	CDS	888				hypothetical protein
Agy99_00674	CDS	996	tarD	4.2.1.81	COG4948	D(-)-tartrate dehydratase
Agy99_00675	CDS	348				hypothetical protein
Agy99_00676	CDS	300				hypothetical protein
Agy99_00677	CDS	534				putative protein
Agy99_00678	CDS	375				hypothetical protein
Agy99_00679	CDS	471	puuP_1		COG0531	Putrescine importer PuuP
Agy99_00680	CDS	870	puuP_2		COG0531	Putrescine importer PuuP
Agy99_00681	CDS	1332	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
Agy99_00682	CDS	609			COG0406	putative protein
Agy99_00683	CDS	612	resA_1			Thiol-disulfide oxidoreductase ResA
Agy99_00684	CDS	792				hypothetical protein
Agy99_00685	CDS	1575	ccs1			Cytochrome c biogenesis protein Ccs1
Agy99_00686	CDS	987	ccsA			Cytochrome c biogenesis protein CcsA
Agy99_00687	CDS	921	espI_1		COG0455	ESX-1 secretion-associated protein EspI
Agy99_00688	CDS	153				hypothetical protein
Agy99_00689	CDS	369				hypothetical protein
Agy99_00690	CDS	1008	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
Agy99_00691	CDS	876	menA	2.5.1.74	COG1575	1,4-dihydroxy-2-naphthoate octaprenyltransferase
Agy99_00692	CDS	795	mtnP	2.4.2.28	COG0005	S-methyl-5'-thioadenosine phosphorylase
Agy99_00693	CDS	1041	wbiB	5.1.3.25		dTDP-L-rhamnose 4-epimerase
Agy99_00694	CDS	1668				hypothetical protein
Agy99_00695	CDS	1806				hypothetical protein
Agy99_00696	CDS	657		2.4.-.-	COG0463	putative glycosyltransferase
Agy99_00697	CDS	648				hypothetical protein
Agy99_00698	CDS	1353				hypothetical protein
Agy99_00699	CDS	1110	menE_1	6.2.1.26	COG0318	putative 2-succinylbenzoate--CoA ligase
Agy99_00700	CDS	273				hypothetical protein
Agy99_00701	CDS	285				hypothetical protein
Agy99_00702	CDS	609				hypothetical protein
Agy99_00703	CDS	681	pitA		COG0306	Low-affinity inorganic phosphate transporter 1
Agy99_00704	CDS	408				hypothetical protein
Agy99_00705	CDS	630				hypothetical protein
Agy99_00706	CDS	873	acr1	1.2.1.-	COG3320	Fatty acyl-CoA reductase
Agy99_00707	CDS	903	menB_1	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
Agy99_00708	CDS	336				hypothetical protein
Agy99_00709	CDS	1602	lcfB_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
Agy99_00710	CDS	1605	nfdA_1	3.5.1.91		N-substituted formamide deformylase
Agy99_00711	CDS	984	menC	4.2.1.113	COG4948	o-succinylbenzoate synthase
Agy99_00712	CDS	789	bpoC	1.11.1.18	COG0596	Putative non-heme bromoperoxidase BpoC
Agy99_00713	CDS	1647	menD	2.2.1.9	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
Agy99_00714	CDS	525				hypothetical protein
Agy99_00715	CDS	1152	mgtA	2.4.1.-	COG0438	GDP-mannose-dependent alpha-mannosyltransferase
Agy99_00716	CDS	507				hypothetical protein
Agy99_00717	CDS	1176				hypothetical protein
Agy99_00718	CDS	1308				hypothetical protein
Agy99_00719	CDS	696	menG_1	2.1.1.163	COG2226	Demethylmenaquinone methyltransferase
Agy99_00720	CDS	369				putative protein
Agy99_00721	CDS	732				putative protein
Agy99_00722	CDS	1239	menJ	1.3.99.38	COG0644	Menaquinone reductase
Agy99_00723	CDS	1008	hepT	2.5.1.30	COG0142	Heptaprenyl diphosphate synthase component 2
Agy99_00724	CDS	861	htpX_1	3.4.24.-	COG0501	Protease HtpX 
Agy99_00725	CDS	1602				hypothetical protein
Agy99_00726	CDS	1554				hypothetical protein
Agy99_00727	CDS	1056	gpsA2	1.1.1.94	COG0240	putative glycerol-3-phosphate dehydrogenase 2 [NAD(P)+]
Agy99_00728	CDS	114				hypothetical protein
Agy99_00729	CDS	696				hypothetical protein
Agy99_00730	CDS	162				hypothetical protein
Agy99_00731	CDS	855				hypothetical protein
Agy99_00732	CDS	2484				hypothetical protein
Agy99_00733	CDS	459				hypothetical protein
Agy99_00734	CDS	492				hypothetical protein
Agy99_00735	tRNA	86				tRNA-Tyr(gta)
Agy99_00736	CDS	2361				hypothetical protein
Agy99_00737	CDS	735			COG1136	putative ABC transporter ATP-binding protein
Agy99_00738	CDS	606				hypothetical protein
Agy99_00739	CDS	813	limC	1.1.1.-		(-)-trans-carveol dehydrogenase
Agy99_00740	CDS	1332	nhaP_1			K(+)/H(+) antiporter NhaP
Agy99_00741	CDS	1302				hypothetical protein
Agy99_00742	CDS	198				hypothetical protein
Agy99_00743	CDS	321	pikC_1	1.14.15.33		Cytochrome P450 monooxygenase PikC
Agy99_00744	CDS	954				hypothetical protein
Agy99_00745	CDS	624				hypothetical protein
Agy99_00746	CDS	330	embR_1		COG1716	Transcriptional regulatory protein EmbR
Agy99_00747	CDS	807				hypothetical protein
Agy99_00748	CDS	213				hypothetical protein
Agy99_00749	CDS	180				hypothetical protein
Agy99_00750	CDS	1023	oxyT	2.1.1.335		N,N-dimethyltransferase OxyT
Agy99_00751	CDS	825				hypothetical protein
Agy99_00752	CDS	849				hypothetical protein
Agy99_00753	CDS	1548				hypothetical protein
Agy99_00754	CDS	1521	gatA_1	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
Agy99_00755	CDS	348				hypothetical protein
Agy99_00756	CDS	1119	galT	2.7.7.12	COG1085	Galactose-1-phosphate uridylyltransferase
Agy99_00757	CDS	1101	galK_1	2.7.1.6	COG0153	Galactokinase
Agy99_00758	CDS	1023				hypothetical protein
Agy99_00759	CDS	480				hypothetical protein
Agy99_00760	CDS	2049				hypothetical protein
Agy99_00761	CDS	195				hypothetical protein
Agy99_00762	CDS	813	hpf_1			Ribosome hibernation promoting factor
Agy99_00763	CDS	1983				hypothetical protein
Agy99_00764	CDS	339				hypothetical protein
Agy99_00765	CDS	402				hypothetical protein
Agy99_00766	CDS	1425				hypothetical protein
Agy99_00767	CDS	108				hypothetical protein
Agy99_00768	CDS	303				hypothetical protein
Agy99_00769	CDS	1296				hypothetical protein
Agy99_00770	CDS	681				hypothetical protein
Agy99_00771	CDS	111				hypothetical protein
Agy99_00772	CDS	1224				hypothetical protein
Agy99_00773	CDS	1389				hypothetical protein
Agy99_00774	CDS	2376				hypothetical protein
Agy99_00775	CDS	1263	hutI_1	3.5.2.7		Imidazolonepropionase
Agy99_00776	CDS	942		2.1.1.-		Putative S-adenosyl-L-methionine-dependent methyltransferase
Agy99_00777	CDS	1764	recD	3.1.11.5	COG0507	RecBCD enzyme subunit RecD
Agy99_00778	CDS	3333	recB	3.1.11.5	COG1074	RecBCD enzyme subunit RecB
Agy99_00779	CDS	3300	recC	3.1.11.5	COG1330	RecBCD enzyme subunit RecC
Agy99_00780	CDS	441				hypothetical protein
Agy99_00781	CDS	477	cynS	4.2.1.104	COG1513	Cyanate hydratase
Agy99_00782	CDS	660				hypothetical protein
Agy99_00783	CDS	315				hypothetical protein
Agy99_00784	CDS	696		4.2.1.17		putative enoyl-CoA hydratase echA17
Agy99_00785	CDS	864				hypothetical protein
Agy99_00786	CDS	717	baeB	3.-.-.-	COG0491	putative polyketide biosynthesis zinc-dependent hydrolase BaeB
Agy99_00787	CDS	210			COG5450	putative proteinA
Agy99_00788	tRNA	74				tRNA-Thr(ggt)
Agy99_00789	tRNA	75				tRNA-Met(cat)
Agy99_00790	CDS	168	rpmG2_1		COG0267	50S ribosomal protein L33 2
